,id,subgroup,sampleSize,population,grade,url,created_at,startDate,endDate,pollster,pollsterRatingLink,partisan_pollster,answers,type,seat_name,tracking,headToHead,sponsors,internal,inAvg,politician,cycle,partisan,state,district,dminusr,dem_cand,rep_cand
22824,159831,All polls,1087.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/08/TRF-CO-General-0823-Poll-Report.pdf,2022-08-23,2022-08-15,2022-08-19,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Bennet', 'pct': '47.4', 'party': 'Dem', 'incumbent': True}, {'choice': ""O'Dea"", 'pct': '41.6', 'party': 'Rep', 'incumbent': False}, {'choice': 'Peotter', 'pct': '5.2', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,REP,Colorado,,5.799999999999997,Bennet,O'Dea
22868,159962,All polls,522.0,rv,B/C,https://www.fandm.edu/uploads/files/952120655243389694-f-mpoll-august2022-toplinereport.pdf?utm_campaign=Franklin%20%26%20Marshall%20College%20Poll&utm_medium=email&utm_source=Revue%20newsletter,2022-08-25,2022-08-15,2022-08-21,Franklin & Marshall College,https://projects.fivethirtyeight.com/pollster-ratings/franklin-marshall-college/,,"[{'choice': 'Fetterman', 'pct': '43.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '30.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Gerhardt', 'pct': '3.0', 'party': 'Lib', 'incumbent': False}, {'choice': 'Wassmer', 'pct': '1.0', 'party': 'Oth', 'incumbent': False}, {'choice': 'Weiss', 'pct': '1.0', 'party': 'Gre', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Pennsylvania,,13.0,Fetterman,Oz
22869,159963,All polls,1034.0,lv,A-,https://emersoncollegepolling.com/pennsylvania-2022-fetterman-holds-four-point-lead-over-oz-for-us-senate-shapiro-leads-mastriano-by-three/,2022-08-25,2022-08-22,2022-08-23,Emerson College,https://projects.fivethirtyeight.com/pollster-ratings/emerson-college/,,"[{'choice': 'Fetterman', 'pct': '48.4', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '43.5', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Pennsylvania,,4.899999999999999,Fetterman,Oz
22881,159978,All polls,900.0,lv,B+,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/data-archive/august-2022-poll/slu-poll-august-2022-toplineresults.pdf,2022-08-26,2022-08-08,2022-08-16,YouGov,https://projects.fivethirtyeight.com/pollster-ratings/yougov/,,"[{'choice': 'Busch Valentine', 'pct': '38.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Schmitt', 'pct': '49.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Saint Louis University', 'partisan': None, 'internal': False, 'url': 'https://www.slu.edu/index.php'}]",False,False,,2022.0,,Missouri,,-11.0,Busch Valentine,Schmitt
22882,159979,All polls,900.0,lv,B+,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/data-archive/august-2022-poll/slu-poll-august-2022-toplineresults.pdf,2022-08-26,2022-08-08,2022-08-16,YouGov,https://projects.fivethirtyeight.com/pollster-ratings/yougov/,,"[{'choice': 'Busch Valentine', 'pct': '31.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Schmitt', 'pct': '44.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Wood', 'pct': '10.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Saint Louis University', 'partisan': None, 'internal': False, 'url': 'https://www.slu.edu/index.php'}]",False,False,,2022.0,,Missouri,,-13.0,Busch Valentine,Schmitt
22907,160050,All polls,1011.0,lv,B,https://projects.fivethirtyeight.com/polls/20220829_MO_Remington.pdf,2022-08-28,2022-08-24,2022-08-25,Remington Research Group,https://projects.fivethirtyeight.com/pollster-ratings/remington-research-group/,,"[{'choice': 'Busch Valentine', 'pct': '40.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Schmitt', 'pct': '51.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Dine', 'pct': '1.0', 'party': 'Lib', 'incumbent': False}, {'choice': 'Venable', 'pct': '1.0', 'party': 'Con', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Missouri Scout', 'partisan': None, 'internal': False, 'url': 'https://moscout.com/'}]",False,False,,2022.0,,Missouri,,-11.0,Busch Valentine,Schmitt
22908,160051,All polls,1091.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/08/WI-Gen-Poll-Report-0827.pdf,2022-08-29,2022-08-22,2022-08-25,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Barnes', 'pct': '49.4', 'party': 'Dem', 'incumbent': False}, {'choice': 'Johnson', 'pct': '47.1', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,False,,2022.0,REP,Wisconsin,,2.299999999999997,Barnes,Johnson
22911,160058,All polls,1074.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/08/AZ-Gen-0829-Poll-Report.pdf,2022-08-29,2022-08-24,2022-08-27,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Kelly', 'pct': '47.6', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '44.3', 'party': 'Rep', 'incumbent': False}, {'choice': 'Victor', 'pct': '4.4', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,REP,Arizona,,3.3000000000000043,Kelly,Masters
22913,160060,All polls,800.0,lv,B/C,https://www.tribtoday.com/news/local-news/2022/08/tim-ryan-financed-poll-shows-dead-heat-in-senate-race/,2022-08-30,2022-08-17,2022-08-23,Impact Research,https://projects.fivethirtyeight.com/pollster-ratings/alg-research/,,"[{'choice': 'Ryan', 'pct': '50.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '47.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Tim Ryan', 'partisan': 'Democratic Party', 'candidate': True}]",True,True,,2022.0,DEM,Ohio,,3.0,Ryan,Vance
22918,160067,All polls,750.0,lv,B-,https://kiowacountypress.net/content/poll-arizona-voters-divided-abortion-energy-subsidies-united-against-higher-taxes-and-bad,2022-08-30,2022-08-16,2022-08-22,RMG Research,https://projects.fivethirtyeight.com/pollster-ratings/rmg-research/,,"[{'choice': 'Kelly', 'pct': '50.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '43.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Arizona,,7.0,Kelly,Masters
22921,160070,All polls,600.0,lv,A-,https://emersoncollegepolling.com/georgia-2022-walker-holds-two-point-lead-over-warnock-in-tight-senate-race-kemp-leads-abrams-by-four/,2022-08-30,2022-08-28,2022-08-29,Emerson College,https://projects.fivethirtyeight.com/pollster-ratings/emerson-college/,,"[{'choice': 'Warnock', 'pct': '43.9', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '45.6', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Georgia,,-1.7000000000000028,Warnock,Walker
22924,160081,All polls,800.0,lv,B/C,https://floridapolitics.com/archives/552835-poll-shows-marco-rubio-with-just-a-3-point-lead-over-val-demings/,2022-08-30,2022-08-12,2022-08-18,Impact Research,https://projects.fivethirtyeight.com/pollster-ratings/alg-research/,,"[{'choice': 'Demings', 'pct': '46.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '49.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,"[{'sponsor': 'Democratic Governors Association', 'partisan': 'Democratic Party', 'internal': True, 'url': 'https://democraticgovernors.org/'}]",True,True,,2022.0,DEM,Florida,,-3.0,Demings,Rubio
22925,160082,All polls,1079.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/08/GA-Gen-Poll-Report-0830.pdf,2022-08-30,2022-08-24,2022-08-27,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Warnock', 'pct': '46.7', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '47.5', 'party': 'Rep', 'incumbent': False}, {'choice': 'Oliver', 'pct': '2.9', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,REP,Georgia,,-0.7999999999999972,Warnock,Walker
22927,160084,All polls,718.0,lv,B+,https://www.realclearpolitics.com/docs/2022/Topline-PAStatewide-Aug2022.pdf,2022-08-31,2022-08-22,2022-08-29,Susquehanna Polling & Research,https://projects.fivethirtyeight.com/pollster-ratings/susquehanna-polling-research-inc/,,"[{'choice': 'Fetterman', 'pct': '49.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '44.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Pennsylvania,,5.0,Fetterman,Oz
22944,160145,All polls,782.0,v,A-,https://www.publicpolicypolling.com/wp-content/uploads/2022/08/ColoradoAugust2022Poll.pdf,2022-08-31,2022-08-30,2022-08-31,Public Policy Polling,https://projects.fivethirtyeight.com/pollster-ratings/public-policy-polling/,,"[{'choice': 'Bennet', 'pct': '46.0', 'party': 'Dem', 'incumbent': True}, {'choice': ""O'Dea"", 'pct': '35.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Peotter', 'pct': '7.0', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Colorado,,11.0,Bennet,O'Dea
22945,160146,All polls,601.0,v,A-,https://www.publicpolicypolling.com/wp-content/uploads/2022/08/NorthCarolinaAugust2022Poll.pdf,2022-08-31,2022-08-29,2022-08-30,Public Policy Polling,https://projects.fivethirtyeight.com/pollster-ratings/public-policy-polling/,,"[{'choice': 'Beasley', 'pct': '42.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Budd', 'pct': '41.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Bray', 'pct': '5.0', 'party': 'Lib', 'incumbent': False}, {'choice': 'Hoh', 'pct': '1.0', 'party': 'Gre', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,North Carolina,,1.0,Beasley,Budd
22954,160185,All polls,600.0,lv,B+,https://www.washingtonexaminer.com/news/campaigns/democrat-michael-bennet-virtually-tied-with-gop-challenger-joe-odea-in-colorado-senate-race-poll,2022-08-31,2022-08-22,2022-08-25,Tarrance Group,https://projects.fivethirtyeight.com/pollster-ratings/tarrance-group/,,"[{'choice': 'Bennet', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': ""O'Dea"", 'pct': '47.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Republican Attorneys General Association', 'partisan': 'Republican Party', 'internal': True, 'url': 'https://republicanags.com/'}]",True,True,,2022.0,REP,Colorado,,1.0,Bennet,O'Dea
22955,160186,All polls,500.0,lv,,https://thenevadaindependent.com/article/cortez-masto-and-sisolak-hold-slim-leads-are-losing-hispanic-support-aarp-poll-finds,2022-09-01,2022-08-16,2022-08-24,"Fabrizio, Lee & Associates/Impact Research",,,"[{'choice': 'Cortez Masto', 'pct': '44.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '40.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Rubinson', 'pct': '2.0', 'party': 'Iap', 'incumbent': False}, {'choice': 'Scott', 'pct': '1.0', 'party': 'Lib', 'incumbent': False}, {'choice': 'Linderman', 'pct': '1.0', 'party': 'Npa', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'AARP', 'partisan': None, 'internal': False, 'url': 'https://www.aarp.org/'}]",False,True,,2022.0,,Nevada,,4.0,Cortez Masto,Laxalt
22956,160187,All polls,500.0,lv,,https://thenevadaindependent.com/article/cortez-masto-and-sisolak-hold-slim-leads-are-losing-hispanic-support-aarp-poll-finds,2022-09-01,2022-08-16,2022-08-24,"Fabrizio, Lee & Associates/Impact Research",,,"[{'choice': 'Cortez Masto', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '47.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'AARP', 'partisan': None, 'internal': False, 'url': 'https://www.aarp.org/'}]",False,False,,2022.0,,Nevada,,1.0,Cortez Masto,Laxalt
22968,160208,All polls,3017.0,rv,B/C,https://twitter.com/peterschorschfl/status/1565343541542682627,2022-09-01,2022-08-25,2022-08-30,Clarity Campaign Labs,https://projects.fivethirtyeight.com/pollster-ratings/clarity-campaign-labs/,,"[{'choice': 'Demings', 'pct': '45.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '46.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,"[{'sponsor': 'Florida Watch', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://floridawatch.org/'}, {'sponsor': 'Progress Florida', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://progressflorida.org/'}]",False,True,,2022.0,DEM,Florida,,-1.0,Demings,Rubio
23011,160301,All polls,500.0,lv,,https://floridapolitics.com/archives/554211-new-polling-shows-ron-desantis-leading-charlie-crist-by-just-3-points/,2022-09-07,2022-08-24,2022-08-31,"Fabrizio, Lee & Associates/Impact Research",,,"[{'choice': 'Demings', 'pct': '47.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '49.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,"[{'sponsor': 'AARP', 'partisan': None, 'internal': False, 'url': 'https://www.aarp.org/'}]",False,True,,2022.0,,Florida,,-2.0,Demings,Rubio
23012,160302,All polls,500.0,lv,B+,https://www.realclearpolitics.com/docs/2022/Susquehanna_FL_2022.pdf,2022-09-07,2022-08-29,2022-09-03,Susquehanna Polling & Research,https://projects.fivethirtyeight.com/pollster-ratings/susquehanna-polling-research-inc/,,"[{'choice': 'Demings', 'pct': '44.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '47.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,True,,2022.0,,Florida,,-3.0,Demings,Rubio
23015,160305,All polls,987.0,rv,,https://centerstreetpac.com/poll-tim-ryan-leads-j-d-vance-48-to-39-in-ohios-senate-race/,2022-09-07,2022-08-31,2022-09-05,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '44.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '35.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Ohio,,9.0,Ryan,Vance
23016,160306,All polls,519.0,lv,,https://centerstreetpac.com/poll-tim-ryan-leads-j-d-vance-48-to-39-in-ohios-senate-race/,2022-09-07,2022-08-31,2022-09-05,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '48.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '39.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Ohio,,9.0,Ryan,Vance
23033,160368,All polls,1079.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/NC-Gen-Poll-Report-0907.pdf,2022-09-07,2022-09-01,2022-09-04,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Beasley', 'pct': '43.8', 'party': 'Dem', 'incumbent': False}, {'choice': 'Budd', 'pct': '46.6', 'party': 'Rep', 'incumbent': False}, {'choice': 'Bray', 'pct': '1.8', 'party': 'Lib', 'incumbent': False}, {'choice': 'Hoh', 'pct': '0.9', 'party': 'Gre', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,REP,North Carolina,,-2.8000000000000043,Beasley,Budd
23047,160425,All polls,800.0,lv,B/C,https://twitter.com/JFRANCHIREPORTS/status/1567879094003695618,2022-09-08,2022-08-29,2022-09-01,Impact Research,https://projects.fivethirtyeight.com/pollster-ratings/alg-research/,,"[{'choice': 'Lee', 'pct': '46.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '47.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Evan McMullin', 'partisan': 'Independent', 'candidate': True}]",True,True,,2022.0,IND,Utah,,1.0,McMullin,Lee
23238,160996,All polls,679.0,lv,B/C,https://www.rabaresearch.com/wp-content/uploads/2022/09/RABA-Pennsylvania-Survey.pdf,2022-09-08,2022-08-31,2022-09-03,RABA Research,https://projects.fivethirtyeight.com/pollster-ratings/raba-research/,,"[{'choice': 'Fetterman', 'pct': '49.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '40.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Pennsylvania,,9.0,Fetterman,Oz
23240,160999,All polls,550.0,lv,B,https://www.fox35orlando.com/news/florida-election-marco-rubio-has-slight-lead-over-val-demings-in-new-poll,2022-09-09,2022-09-05,2022-09-06,InsiderAdvantage,https://projects.fivethirtyeight.com/pollster-ratings/opinion-savvy-insideradvantage/,,"[{'choice': 'Demings', 'pct': '44.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '46.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,"[{'sponsor': 'WOFL/WOGX/WRBW (Orlando, Fla.)', 'partisan': None, 'internal': False, 'url': 'https://www.fox35orlando.com/'}]",False,True,,2022.0,,Florida,,-2.0,Demings,Rubio
23241,161000,All polls,550.0,lv,B,https://www.fox5atlanta.com/news/new-insideradvantage-fox-5-poll-kemp-widens-lead-over-abrams-senate-race-remains-tight,2022-09-09,2022-09-06,2022-09-07,InsiderAdvantage,https://projects.fivethirtyeight.com/pollster-ratings/opinion-savvy-insideradvantage/,,"[{'choice': 'Warnock', 'pct': '44.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '47.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Oliver', 'pct': '4.0', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'WAGA-TV (Atlanta)', 'partisan': None, 'internal': False, 'url': 'https://www.fox5atlanta.com/'}]",False,True,,2022.0,,Georgia,,-3.0,Warnock,Walker
23246,161005,All polls,500.0,lv,B/C,https://kslnewsradio.com/1974839/two-internal-polls-from-lee-and-mcmullin-camps-tell-different-stories-about-utahs-senate-race/,2022-09-09,2022-08-04,2022-08-05,WPA Intelligence,https://projects.fivethirtyeight.com/pollster-ratings/wpa-intelligence-wpai/,,"[{'choice': 'Lee', 'pct': '50.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '32.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Mike Lee', 'partisan': 'Republican Party', 'candidate': True}]",True,True,,2022.0,REP,Utah,,-18.0,McMullin,Lee
23247,161007,All polls,550.0,lv,B,https://www.fox10phoenix.com/news/2022-elections-arizona-governors-election-neck-and-neck-kelly-ahead-of-masters-in-senate-race,2022-09-09,2022-09-06,2022-09-07,InsiderAdvantage,https://projects.fivethirtyeight.com/pollster-ratings/opinion-savvy-insideradvantage/,,"[{'choice': 'Kelly', 'pct': '45.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '39.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Victor', 'pct': '4.0', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Arizona,,6.0,Kelly,Masters
23251,161011,All polls,627.0,lv,A-,https://emersoncollegepolling.com/arizona-2022-mark-kelly-faces-tight-race-with-blake-masters-katie-hobbs-and-kari-lake-in-dead-heat-for-governorship/,2022-09-09,2022-09-06,2022-09-07,Emerson College,https://projects.fivethirtyeight.com/pollster-ratings/emerson-college/,,"[{'choice': 'Kelly', 'pct': '46.7', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '45.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Arizona,,1.7000000000000028,Kelly,Masters
23262,161023,All polls,500.0,lv,B+,https://www.cincinnati.com/story/news/politics/elections/2022/09/12/ohio-senate-race-jd-vance-tim-ryan-virtually-tied-in-new-poll/65470854007/,2022-09-12,2022-09-05,2022-09-07,Suffolk University,https://projects.fivethirtyeight.com/pollster-ratings/suffolk-university/,,"[{'choice': 'Ryan', 'pct': '46.6', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '45.6', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Cincinnati.com/The Enquirer', 'partisan': None, 'internal': False, 'url': 'https://www.cincinnati.com/'}]",False,True,,2022.0,,Ohio,,1.0,Ryan,Vance
23309,161162,All polls,773.0,lv,B/C,https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,2022-09-13,2022-08-31,2022-09-07,Echelon Insights,https://projects.fivethirtyeight.com/pollster-ratings/echelon-insights/,,"[{'choice': 'Kelly', 'pct': '52.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '37.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'NetChoice', 'partisan': None, 'internal': False, 'url': 'https://netchoice.org/'}]",False,True,,2022.0,,Arizona,,15.0,Kelly,Masters
23310,161163,All polls,815.0,lv,B/C,https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,2022-09-13,2022-08-31,2022-09-07,Echelon Insights,https://projects.fivethirtyeight.com/pollster-ratings/echelon-insights/,,"[{'choice': 'Demings', 'pct': '41.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '50.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,"[{'sponsor': 'NetChoice', 'partisan': None, 'internal': False, 'url': 'https://netchoice.org/'}]",False,True,,2022.0,,Florida,,-9.0,Demings,Rubio
23311,161164,All polls,751.0,lv,B/C,https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,2022-09-13,2022-08-31,2022-09-07,Echelon Insights,https://projects.fivethirtyeight.com/pollster-ratings/echelon-insights/,,"[{'choice': 'Warnock', 'pct': '50.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '40.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'NetChoice', 'partisan': None, 'internal': False, 'url': 'https://netchoice.org/'}]",False,True,,2022.0,,Georgia,,10.0,Warnock,Walker
23314,161167,All polls,831.0,lv,B/C,https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,2022-09-13,2022-08-31,2022-09-07,Echelon Insights,https://projects.fivethirtyeight.com/pollster-ratings/echelon-insights/,,"[{'choice': 'Ryan', 'pct': '45.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '39.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'NetChoice', 'partisan': None, 'internal': False, 'url': 'https://netchoice.org/'}]",False,True,,2022.0,,Ohio,,6.0,Ryan,Vance
23317,161170,All polls,828.0,lv,B/C,https://netchoice.org/new-national-poll-89-of-americans-say-congress-should-focus-on-addressing-inflation-not-breaking-up-tech/,2022-09-13,2022-08-31,2022-09-07,Echelon Insights,https://projects.fivethirtyeight.com/pollster-ratings/echelon-insights/,,"[{'choice': 'Fetterman', 'pct': '57.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '36.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'NetChoice', 'partisan': None, 'internal': False, 'url': 'https://netchoice.org/'}]",False,True,,2022.0,,Pennsylvania,,21.0,Fetterman,Oz
23380,161255,All polls,1020.0,lv,B/C,https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-shows-budd-with-narrow-lead-over-beasley,2022-09-13,2022-09-07,2022-09-10,East Carolina University,https://projects.fivethirtyeight.com/pollster-ratings/east-carolina-university/,,"[{'choice': 'Beasley', 'pct': '45.9', 'party': 'Dem', 'incumbent': False}, {'choice': 'Budd', 'pct': '48.7', 'party': 'Rep', 'incumbent': False}, {'choice': 'Hoh', 'pct': '1.3', 'party': 'Gre', 'incumbent': False}, {'choice': 'Bray', 'pct': '0.3', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,North Carolina,,-2.8000000000000043,Beasley,Budd
23384,161259,All polls,1000.0,lv,A-,https://emersoncollegepolling.com/nevada-2022-us-senate--gubernatorial-elections-in-statistical-dead-heat/,2022-09-13,2022-09-08,2022-09-10,Emerson College,https://projects.fivethirtyeight.com/pollster-ratings/emerson-college/,,"[{'choice': 'Cortez Masto', 'pct': '41.3', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '41.8', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'KLAS-TV (Las Vegas)', 'partisan': None, 'internal': False, 'url': 'https://www.8newsnow.com/'}, {'sponsor': 'The Hill', 'partisan': None, 'internal': False, 'url': 'https://thehill.com/'}]",False,True,,2022.0,,Nevada,,-0.5,Cortez Masto,Laxalt
