num_polls,julian_date,date_most_recent_poll,median_margin,median_std_dev,state_num
0,038,001,33.20,-999.00,21
0,038,001,33.50,-999.00,22
0,038,001,2.80,-999.00,23
0,038,001,7.10,-999.00,24
0,038,001,-16.50,-999.00,25
0,038,001,-15.40,-999.00,26
0,038,001,-16.40,-999.00,27
0,038,001,-19.20,-999.00,28
0,038,001,2.40,-999.00,29
0,038,001,7.40,-999.00,30
0,038,001,15.90,-999.00,31
0,038,001,10.80,-999.00,32
0,038,001,23.10,-999.00,33
0,038,001,-1.30,-999.00,34
0,038,001,-33.40,-999.00,35
0,038,001,-8.00,-999.00,36
0,038,001,-33.10,-999.00,37
0,038,001,16.10,-999.00,38
0,038,001,1.20,-999.00,39
0,038,001,20.80,-999.00,40
0,038,001,-11.70,-999.00,41
0,038,001,-26.20,-999.00,42
0,038,001,-23.20,-999.00,43
0,038,001,-5.60,-999.00,44
0,038,001,-20.50,-999.00,45
0,038,001,35.40,-999.00,46
0,038,001,10.10,-999.00,47
0,038,001,19.20,-999.00,48
0,038,001,-38.90,-999.00,49
0,038,001,0.63,-999.00,50
0,038,001,-43.40,-999.00,51
0,037,001,-25.50,-999.00,1
0,037,001,-10.10,-999.00,2
0,037,001,0.31,-999.00,3
0,037,001,-27.60,-999.00,4
0,037,001,29.20,-999.00,5
0,037,001,13.50,-999.00,6
0,037,001,20.10,-999.00,7
0,037,001,86.80,-999.00,8
0,037,001,19.00,-999.00,9
0,037,001,-3.40,-999.00,10
0,037,001,0.24,-999.00,11
0,037,001,29.50,-999.00,12
0,037,001,-30.80,-999.00,13
0,037,001,17.00,-999.00,14
0,037,001,-16.10,-999.00,15
0,037,001,-8.20,-999.00,16
0,037,001,-14.70,-999.00,17
0,037,001,-25.90,-999.00,18
0,037,001,-18.60,-999.00,19
0,037,001,9.10,-999.00,20
0,037,001,33.20,-999.00,21
0,037,001,33.50,-999.00,22
0,037,001,2.80,-999.00,23
0,037,001,7.10,-999.00,24
0,037,001,-16.50,-999.00,25
0,037,001,-15.40,-999.00,26
0,037,001,-16.40,-999.00,27
0,037,001,-19.20,-999.00,28
0,037,001,2.40,-999.00,29
0,037,001,7.40,-999.00,30
0,037,001,15.90,-999.00,31
0,037,001,10.80,-999.00,32
0,037,001,23.10,-999.00,33
0,037,001,-1.30,-999.00,34
0,037,001,-33.40,-999.00,35
0,037,001,-8.00,-999.00,36
0,037,001,-33.10,-999.00,37
0,037,001,16.10,-999.00,38
0,037,001,1.20,-999.00,39
0,037,001,20.80,-999.00,40
0,037,001,-11.70,-999.00,41
0,037,001,-26.20,-999.00,42
0,037,001,-23.20,-999.00,43
0,037,001,-5.60,-999.00,44
0,037,001,-20.50,-999.00,45
0,037,001,35.40,-999.00,46
0,037,001,10.10,-999.00,47
0,037,001,19.20,-999.00,48
0,037,001,-38.90,-999.00,49
0,037,001,0.63,-999.00,50
0,037,001,-43.40,-999.00,51
0,036,001,-25.50,-999.00,1
0,036,001,-10.10,-999.00,2
0,036,001,0.31,-999.00,3
0,036,001,-27.60,-999.00,4
0,036,001,29.20,-999.00,5
0,036,001,13.50,-999.00,6
0,036,001,20.10,-999.00,7
0,036,001,86.80,-999.00,8
0,036,001,19.00,-999.00,9
0,036,001,-3.40,-999.00,10
0,036,001,0.24,-999.00,11
0,036,001,29.50,-999.00,12
0,036,001,-30.80,-999.00,13
0,036,001,17.00,-999.00,14
0,036,001,-16.10,-999.00,15
0,036,001,-8.20,-999.00,16
0,036,001,-14.70,-999.00,17
0,036,001,-25.90,-999.00,18
0,036,001,-18.60,-999.00,19
0,036,001,9.10,-999.00,20
0,036,001,33.20,-999.00,21
0,036,001,33.50,-999.00,22
0,036,001,2.80,-999.00,23
0,036,001,7.10,-999.00,24
0,036,001,-16.50,-999.00,25
0,036,001,-15.40,-999.00,26
0,036,001,-16.40,-999.00,27
0,036,001,-19.20,-999.00,28
0,036,001,2.40,-999.00,29
0,036,001,7.40,-999.00,30
0,036,001,15.90,-999.00,31
0,036,001,10.80,-999.00,32
0,036,001,23.10,-999.00,33
0,036,001,-1.30,-999.00,34
0,036,001,-33.40,-999.00,35
0,036,001,-8.00,-999.00,36
0,036,001,-33.10,-999.00,37
0,036,001,16.10,-999.00,38
0,036,001,1.20,-999.00,39
0,036,001,20.80,-999.00,40
0,036,001,-11.70,-999.00,41
0,036,001,-26.20,-999.00,42
0,036,001,-23.20,-999.00,43
0,036,001,-5.60,-999.00,44
0,036,001,-20.50,-999.00,45
0,036,001,35.40,-999.00,46
0,036,001,10.10,-999.00,47
0,036,001,19.20,-999.00,48
0,036,001,-38.90,-999.00,49
0,036,001,0.63,-999.00,50
0,036,001,-43.40,-999.00,51
0,035,001,-25.50,-999.00,1
0,035,001,-10.10,-999.00,2
0,035,001,0.31,-999.00,3
0,035,001,-27.60,-999.00,4
0,035,001,29.20,-999.00,5
0,035,001,13.50,-999.00,6
0,035,001,20.10,-999.00,7
0,035,001,86.80,-999.00,8
0,035,001,19.00,-999.00,9
0,035,001,-3.40,-999.00,10
0,035,001,0.24,-999.00,11
0,035,001,29.50,-999.00,12
0,035,001,-30.80,-999.00,13
0,035,001,17.00,-999.00,14
0,035,001,-16.10,-999.00,15
0,035,001,-8.20,-999.00,16
0,035,001,-14.70,-999.00,17
0,035,001,-25.90,-999.00,18
0,035,001,-18.60,-999.00,19
0,035,001,9.10,-999.00,20
0,035,001,33.20,-999.00,21
0,035,001,33.50,-999.00,22
0,035,001,2.80,-999.00,23
0,035,001,7.10,-999.00,24
0,035,001,-16.50,-999.00,25
0,035,001,-15.40,-999.00,26
0,035,001,-16.40,-999.00,27
0,035,001,-19.20,-999.00,28
0,035,001,2.40,-999.00,29
0,035,001,7.40,-999.00,30
0,035,001,15.90,-999.00,31
0,035,001,10.80,-999.00,32
0,035,001,23.10,-999.00,33
0,035,001,-1.30,-999.00,34
0,035,001,-33.40,-999.00,35
0,035,001,-8.00,-999.00,36
0,035,001,-33.10,-999.00,37
0,035,001,16.10,-999.00,38
0,035,001,1.20,-999.00,39
0,035,001,20.80,-999.00,40
0,035,001,-11.70,-999.00,41
0,035,001,-26.20,-999.00,42
0,035,001,-23.20,-999.00,43
0,035,001,-5.60,-999.00,44
0,035,001,-20.50,-999.00,45
0,035,001,35.40,-999.00,46
0,035,001,10.10,-999.00,47
0,035,001,19.20,-999.00,48
0,035,001,-38.90,-999.00,49
0,035,001,0.63,-999.00,50
0,035,001,-43.40,-999.00,51
0,034,001,-25.50,-999.00,1
0,034,001,-10.10,-999.00,2
0,034,001,0.31,-999.00,3
0,034,001,-27.60,-999.00,4
0,034,001,29.20,-999.00,5
0,034,001,13.50,-999.00,6
0,034,001,20.10,-999.00,7
0,034,001,86.80,-999.00,8
0,034,001,19.00,-999.00,9
0,034,001,-3.40,-999.00,10
0,034,001,0.24,-999.00,11
0,034,001,29.50,-999.00,12
0,034,001,-30.80,-999.00,13
0,034,001,17.00,-999.00,14
0,034,001,-16.10,-999.00,15
0,034,001,-8.20,-999.00,16
0,034,001,-14.70,-999.00,17
0,034,001,-25.90,-999.00,18
0,034,001,-18.60,-999.00,19
0,034,001,9.10,-999.00,20
0,034,001,33.20,-999.00,21
0,034,001,33.50,-999.00,22
0,034,001,2.80,-999.00,23
0,034,001,7.10,-999.00,24
0,034,001,-16.50,-999.00,25
0,034,001,-15.40,-999.00,26
0,034,001,-16.40,-999.00,27
0,034,001,-19.20,-999.00,28
0,034,001,2.40,-999.00,29
0,034,001,7.40,-999.00,30
0,034,001,15.90,-999.00,31
0,034,001,10.80,-999.00,32
0,034,001,23.10,-999.00,33
0,034,001,-1.30,-999.00,34
0,034,001,-33.40,-999.00,35
0,034,001,-8.00,-999.00,36
0,034,001,-33.10,-999.00,37
0,034,001,16.10,-999.00,38
0,034,001,1.20,-999.00,39
0,034,001,20.80,-999.00,40
0,034,001,-11.70,-999.00,41
0,034,001,-26.20,-999.00,42
0,034,001,-23.20,-999.00,43
0,034,001,-5.60,-999.00,44
0,034,001,-20.50,-999.00,45
0,034,001,35.40,-999.00,46
0,034,001,10.10,-999.00,47
0,034,001,19.20,-999.00,48
0,034,001,-38.90,-999.00,49
0,034,001,0.63,-999.00,50
0,034,001,-43.40,-999.00,51
0,033,001,-25.50,-999.00,1
0,033,001,-10.10,-999.00,2
0,033,001,0.31,-999.00,3
0,033,001,-27.60,-999.00,4
0,033,001,29.20,-999.00,5
0,033,001,13.50,-999.00,6
0,033,001,20.10,-999.00,7
0,033,001,86.80,-999.00,8
0,033,001,19.00,-999.00,9
0,033,001,-3.40,-999.00,10
0,033,001,0.24,-999.00,11
0,033,001,29.50,-999.00,12
0,033,001,-30.80,-999.00,13
0,033,001,17.00,-999.00,14
0,033,001,-16.10,-999.00,15
0,033,001,-8.20,-999.00,16
0,033,001,-14.70,-999.00,17
0,033,001,-25.90,-999.00,18
0,033,001,-18.60,-999.00,19
0,033,001,9.10,-999.00,20
0,033,001,33.20,-999.00,21
0,033,001,33.50,-999.00,22
0,033,001,2.80,-999.00,23
0,033,001,7.10,-999.00,24
0,033,001,-16.50,-999.00,25
0,033,001,-15.40,-999.00,26
0,033,001,-16.40,-999.00,27
0,033,001,-19.20,-999.00,28
0,033,001,2.40,-999.00,29
0,033,001,7.40,-999.00,30
0,033,001,15.90,-999.00,31
0,033,001,10.80,-999.00,32
0,033,001,23.10,-999.00,33
0,033,001,-1.30,-999.00,34
0,033,001,-33.40,-999.00,35
0,033,001,-8.00,-999.00,36
0,033,001,-33.10,-999.00,37
0,033,001,16.10,-999.00,38
0,033,001,1.20,-999.00,39
0,033,001,20.80,-999.00,40
0,033,001,-11.70,-999.00,41
0,033,001,-26.20,-999.00,42
0,033,001,-23.20,-999.00,43
0,033,001,-5.60,-999.00,44
0,033,001,-20.50,-999.00,45
0,033,001,35.40,-999.00,46
0,033,001,10.10,-999.00,47
0,033,001,19.20,-999.00,48
0,033,001,-38.90,-999.00,49
0,033,001,0.63,-999.00,50
0,033,001,-43.40,-999.00,51
0,032,001,-25.50,-999.00,1
0,032,001,-10.10,-999.00,2
0,032,001,0.31,-999.00,3
0,032,001,-27.60,-999.00,4
0,032,001,29.20,-999.00,5
0,032,001,13.50,-999.00,6
0,032,001,20.10,-999.00,7
0,032,001,86.80,-999.00,8
0,032,001,19.00,-999.00,9
0,032,001,-3.40,-999.00,10
0,032,001,0.24,-999.00,11
0,032,001,29.50,-999.00,12
0,032,001,-30.80,-999.00,13
0,032,001,17.00,-999.00,14
0,032,001,-16.10,-999.00,15
0,032,001,-8.20,-999.00,16
0,032,001,-14.70,-999.00,17
0,032,001,-25.90,-999.00,18
0,032,001,-18.60,-999.00,19
0,032,001,9.10,-999.00,20
0,032,001,33.20,-999.00,21
0,032,001,33.50,-999.00,22
0,032,001,2.80,-999.00,23
0,032,001,7.10,-999.00,24
0,032,001,-16.50,-999.00,25
0,032,001,-15.40,-999.00,26
0,032,001,-16.40,-999.00,27
0,032,001,-19.20,-999.00,28
0,032,001,2.40,-999.00,29
0,032,001,7.40,-999.00,30
0,032,001,15.90,-999.00,31
0,032,001,10.80,-999.00,32
0,032,001,23.10,-999.00,33
0,032,001,-1.30,-999.00,34
0,032,001,-33.40,-999.00,35
0,032,001,-8.00,-999.00,36
0,032,001,-33.10,-999.00,37
0,032,001,16.10,-999.00,38
0,032,001,1.20,-999.00,39
0,032,001,20.80,-999.00,40
0,032,001,-11.70,-999.00,41
0,032,001,-26.20,-999.00,42
0,032,001,-23.20,-999.00,43
0,032,001,-5.60,-999.00,44
0,032,001,-20.50,-999.00,45
0,032,001,35.40,-999.00,46
0,032,001,10.10,-999.00,47
0,032,001,19.20,-999.00,48
0,032,001,-38.90,-999.00,49
0,032,001,0.63,-999.00,50
0,032,001,-43.40,-999.00,51
0,031,001,-25.50,-999.00,1
0,031,001,-10.10,-999.00,2
0,031,001,0.31,-999.00,3
0,031,001,-27.60,-999.00,4
0,031,001,29.20,-999.00,5
0,031,001,13.50,-999.00,6
0,031,001,20.10,-999.00,7
0,031,001,86.80,-999.00,8
0,031,001,19.00,-999.00,9
0,031,001,-3.40,-999.00,10
0,031,001,0.24,-999.00,11
0,031,001,29.50,-999.00,12
0,031,001,-30.80,-999.00,13
0,031,001,17.00,-999.00,14
0,031,001,-16.10,-999.00,15
0,031,001,-8.20,-999.00,16
0,031,001,-14.70,-999.00,17
0,031,001,-25.90,-999.00,18
0,031,001,-18.60,-999.00,19
0,031,001,9.10,-999.00,20
0,031,001,33.20,-999.00,21
0,031,001,33.50,-999.00,22
0,031,001,2.80,-999.00,23
0,031,001,7.10,-999.00,24
0,031,001,-16.50,-999.00,25
0,031,001,-15.40,-999.00,26
0,031,001,-16.40,-999.00,27
0,031,001,-19.20,-999.00,28
0,031,001,2.40,-999.00,29
0,031,001,7.40,-999.00,30
0,031,001,15.90,-999.00,31
0,031,001,10.80,-999.00,32
0,031,001,23.10,-999.00,33
0,031,001,-1.30,-999.00,34
0,031,001,-33.40,-999.00,35
0,031,001,-8.00,-999.00,36
0,031,001,-33.10,-999.00,37
0,031,001,16.10,-999.00,38
0,031,001,1.20,-999.00,39
0,031,001,20.80,-999.00,40
0,031,001,-11.70,-999.00,41
0,031,001,-26.20,-999.00,42
0,031,001,-23.20,-999.00,43
0,031,001,-5.60,-999.00,44
0,031,001,-20.50,-999.00,45
0,031,001,35.40,-999.00,46
0,031,001,10.10,-999.00,47
0,031,001,19.20,-999.00,48
0,031,001,-38.90,-999.00,49
0,031,001,0.63,-999.00,50
0,031,001,-43.40,-999.00,51
0,030,001,-25.50,-999.00,1
0,030,001,-10.10,-999.00,2
0,030,001,0.31,-999.00,3
0,030,001,-27.60,-999.00,4
0,030,001,29.20,-999.00,5
0,030,001,13.50,-999.00,6
0,030,001,20.10,-999.00,7
0,030,001,86.80,-999.00,8
0,030,001,19.00,-999.00,9
0,030,001,-3.40,-999.00,10
0,030,001,0.24,-999.00,11
0,030,001,29.50,-999.00,12
0,030,001,-30.80,-999.00,13
0,030,001,17.00,-999.00,14
0,030,001,-16.10,-999.00,15
0,030,001,-8.20,-999.00,16
0,030,001,-14.70,-999.00,17
0,030,001,-25.90,-999.00,18
0,030,001,-18.60,-999.00,19
0,030,001,9.10,-999.00,20
0,030,001,33.20,-999.00,21
0,030,001,33.50,-999.00,22
0,030,001,2.80,-999.00,23
0,030,001,7.10,-999.00,24
0,030,001,-16.50,-999.00,25
0,030,001,-15.40,-999.00,26
0,030,001,-16.40,-999.00,27
0,030,001,-19.20,-999.00,28
0,030,001,2.40,-999.00,29
0,030,001,7.40,-999.00,30
0,030,001,15.90,-999.00,31
0,030,001,10.80,-999.00,32
0,030,001,23.10,-999.00,33
0,030,001,-1.30,-999.00,34
0,030,001,-33.40,-999.00,35
0,030,001,-8.00,-999.00,36
0,030,001,-33.10,-999.00,37
0,030,001,16.10,-999.00,38
0,030,001,1.20,-999.00,39
0,030,001,20.80,-999.00,40
0,030,001,-11.70,-999.00,41
0,030,001,-26.20,-999.00,42
0,030,001,-23.20,-999.00,43
0,030,001,-5.60,-999.00,44
0,030,001,-20.50,-999.00,45
0,030,001,35.40,-999.00,46
0,030,001,10.10,-999.00,47
0,030,001,19.20,-999.00,48
0,030,001,-38.90,-999.00,49
0,030,001,0.63,-999.00,50
0,030,001,-43.40,-999.00,51
0,029,001,-25.50,-999.00,1
0,029,001,-10.10,-999.00,2
0,029,001,0.31,-999.00,3
0,029,001,-27.60,-999.00,4
0,029,001,29.20,-999.00,5
0,029,001,13.50,-999.00,6
0,029,001,20.10,-999.00,7
0,029,001,86.80,-999.00,8
0,029,001,19.00,-999.00,9
0,029,001,-3.40,-999.00,10
0,029,001,0.24,-999.00,11
0,029,001,29.50,-999.00,12
0,029,001,-30.80,-999.00,13
0,029,001,17.00,-999.00,14
0,029,001,-16.10,-999.00,15
0,029,001,-8.20,-999.00,16
0,029,001,-14.70,-999.00,17
0,029,001,-25.90,-999.00,18
0,029,001,-18.60,-999.00,19
0,029,001,9.10,-999.00,20
0,029,001,33.20,-999.00,21
0,029,001,33.50,-999.00,22
0,029,001,2.80,-999.00,23
0,029,001,7.10,-999.00,24
0,029,001,-16.50,-999.00,25
0,029,001,-15.40,-999.00,26
0,029,001,-16.40,-999.00,27
0,029,001,-19.20,-999.00,28
0,029,001,2.40,-999.00,29
0,029,001,7.40,-999.00,30
0,029,001,15.90,-999.00,31
0,029,001,10.80,-999.00,32
0,029,001,23.10,-999.00,33
0,029,001,-1.30,-999.00,34
0,029,001,-33.40,-999.00,35
0,029,001,-8.00,-999.00,36
0,029,001,-33.10,-999.00,37
0,029,001,16.10,-999.00,38
0,029,001,1.20,-999.00,39
0,029,001,20.80,-999.00,40
0,029,001,-11.70,-999.00,41
0,029,001,-26.20,-999.00,42
0,029,001,-23.20,-999.00,43
0,029,001,-5.60,-999.00,44
0,029,001,-20.50,-999.00,45
0,029,001,35.40,-999.00,46
0,029,001,10.10,-999.00,47
0,029,001,19.20,-999.00,48
0,029,001,-38.90,-999.00,49
0,029,001,0.63,-999.00,50
0,029,001,-43.40,-999.00,51
0,028,001,-25.50,-999.00,1
0,028,001,-10.10,-999.00,2
0,028,001,0.31,-999.00,3
0,028,001,-27.60,-999.00,4
0,028,001,29.20,-999.00,5
0,028,001,13.50,-999.00,6
0,028,001,20.10,-999.00,7
0,028,001,86.80,-999.00,8
0,028,001,19.00,-999.00,9
0,028,001,-3.40,-999.00,10
0,028,001,0.24,-999.00,11
0,028,001,29.50,-999.00,12
0,028,001,-30.80,-999.00,13
0,028,001,17.00,-999.00,14
0,028,001,-16.10,-999.00,15
0,028,001,-8.20,-999.00,16
0,028,001,-14.70,-999.00,17
0,028,001,-25.90,-999.00,18
0,028,001,-18.60,-999.00,19
0,028,001,9.10,-999.00,20
0,028,001,33.20,-999.00,21
0,028,001,33.50,-999.00,22
0,028,001,2.80,-999.00,23
0,028,001,7.10,-999.00,24
0,028,001,-16.50,-999.00,25
0,028,001,-15.40,-999.00,26
0,028,001,-16.40,-999.00,27
0,028,001,-19.20,-999.00,28
0,028,001,2.40,-999.00,29
0,028,001,7.40,-999.00,30
0,028,001,15.90,-999.00,31
0,028,001,10.80,-999.00,32
0,028,001,23.10,-999.00,33
0,028,001,-1.30,-999.00,34
0,028,001,-33.40,-999.00,35
0,028,001,-8.00,-999.00,36
0,028,001,-33.10,-999.00,37
0,028,001,16.10,-999.00,38
0,028,001,1.20,-999.00,39
0,028,001,20.80,-999.00,40
0,028,001,-11.70,-999.00,41
0,028,001,-26.20,-999.00,42
0,028,001,-23.20,-999.00,43
0,028,001,-5.60,-999.00,44
0,028,001,-20.50,-999.00,45
0,028,001,35.40,-999.00,46
0,028,001,10.10,-999.00,47
0,028,001,19.20,-999.00,48
0,028,001,-38.90,-999.00,49
0,028,001,0.63,-999.00,50
0,028,001,-43.40,-999.00,51
0,027,001,-25.50,-999.00,1
0,027,001,-10.10,-999.00,2
0,027,001,0.31,-999.00,3
0,027,001,-27.60,-999.00,4
0,027,001,29.20,-999.00,5
0,027,001,13.50,-999.00,6
0,027,001,20.10,-999.00,7
0,027,001,86.80,-999.00,8
0,027,001,19.00,-999.00,9
0,027,001,-3.40,-999.00,10
0,027,001,0.24,-999.00,11
0,027,001,29.50,-999.00,12
0,027,001,-30.80,-999.00,13
0,027,001,17.00,-999.00,14
0,027,001,-16.10,-999.00,15
0,027,001,-8.20,-999.00,16
0,027,001,-14.70,-999.00,17
0,027,001,-25.90,-999.00,18
0,027,001,-18.60,-999.00,19
0,027,001,9.10,-999.00,20
0,027,001,33.20,-999.00,21
0,027,001,33.50,-999.00,22
0,027,001,2.80,-999.00,23
0,027,001,7.10,-999.00,24
0,027,001,-16.50,-999.00,25
0,027,001,-15.40,-999.00,26
0,027,001,-16.40,-999.00,27
0,027,001,-19.20,-999.00,28
0,027,001,2.40,-999.00,29
0,027,001,7.40,-999.00,30
0,027,001,15.90,-999.00,31
0,027,001,10.80,-999.00,32
0,027,001,23.10,-999.00,33
0,027,001,-1.30,-999.00,34
0,027,001,-33.40,-999.00,35
0,027,001,-8.00,-999.00,36
0,027,001,-33.10,-999.00,37
0,027,001,16.10,-999.00,38
0,027,001,1.20,-999.00,39
0,027,001,20.80,-999.00,40
0,027,001,-11.70,-999.00,41
0,027,001,-26.20,-999.00,42
0,027,001,-23.20,-999.00,43
0,027,001,-5.60,-999.00,44
0,027,001,-20.50,-999.00,45
0,027,001,35.40,-999.00,46
0,027,001,10.10,-999.00,47
0,027,001,19.20,-999.00,48
0,027,001,-38.90,-999.00,49
0,027,001,0.63,-999.00,50
0,027,001,-43.40,-999.00,51
0,026,001,-25.50,-999.00,1
0,026,001,-10.10,-999.00,2
0,026,001,0.31,-999.00,3
0,026,001,-27.60,-999.00,4
0,026,001,29.20,-999.00,5
0,026,001,13.50,-999.00,6
0,026,001,20.10,-999.00,7
0,026,001,86.80,-999.00,8
0,026,001,19.00,-999.00,9
0,026,001,-3.40,-999.00,10
0,026,001,0.24,-999.00,11
0,026,001,29.50,-999.00,12
0,026,001,-30.80,-999.00,13
0,026,001,17.00,-999.00,14
0,026,001,-16.10,-999.00,15
0,026,001,-8.20,-999.00,16
0,026,001,-14.70,-999.00,17
0,026,001,-25.90,-999.00,18
0,026,001,-18.60,-999.00,19
0,026,001,9.10,-999.00,20
0,026,001,33.20,-999.00,21
0,026,001,33.50,-999.00,22
0,026,001,2.80,-999.00,23
0,026,001,7.10,-999.00,24
0,026,001,-16.50,-999.00,25
0,026,001,-15.40,-999.00,26
0,026,001,-16.40,-999.00,27
0,026,001,-19.20,-999.00,28
0,026,001,2.40,-999.00,29
0,026,001,7.40,-999.00,30
0,026,001,15.90,-999.00,31
0,026,001,10.80,-999.00,32
0,026,001,23.10,-999.00,33
0,026,001,-1.30,-999.00,34
0,026,001,-33.40,-999.00,35
0,026,001,-8.00,-999.00,36
0,026,001,-33.10,-999.00,37
0,026,001,16.10,-999.00,38
0,026,001,1.20,-999.00,39
0,026,001,20.80,-999.00,40
0,026,001,-11.70,-999.00,41
0,026,001,-26.20,-999.00,42
0,026,001,-23.20,-999.00,43
0,026,001,-5.60,-999.00,44
0,026,001,-20.50,-999.00,45
0,026,001,35.40,-999.00,46
0,026,001,10.10,-999.00,47
0,026,001,19.20,-999.00,48
0,026,001,-38.90,-999.00,49
0,026,001,0.63,-999.00,50
0,026,001,-43.40,-999.00,51
0,025,001,-25.50,-999.00,1
0,025,001,-10.10,-999.00,2
0,025,001,0.31,-999.00,3
0,025,001,-27.60,-999.00,4
0,025,001,29.20,-999.00,5
0,025,001,13.50,-999.00,6
0,025,001,20.10,-999.00,7
0,025,001,86.80,-999.00,8
0,025,001,19.00,-999.00,9
0,025,001,-3.40,-999.00,10
0,025,001,0.24,-999.00,11
0,025,001,29.50,-999.00,12
0,025,001,-30.80,-999.00,13
0,025,001,17.00,-999.00,14
0,025,001,-16.10,-999.00,15
0,025,001,-8.20,-999.00,16
0,025,001,-14.70,-999.00,17
0,025,001,-25.90,-999.00,18
0,025,001,-18.60,-999.00,19
0,025,001,9.10,-999.00,20
0,025,001,33.20,-999.00,21
0,025,001,33.50,-999.00,22
0,025,001,2.80,-999.00,23
0,025,001,7.10,-999.00,24
0,025,001,-16.50,-999.00,25
0,025,001,-15.40,-999.00,26
0,025,001,-16.40,-999.00,27
0,025,001,-19.20,-999.00,28
0,025,001,2.40,-999.00,29
0,025,001,7.40,-999.00,30
0,025,001,15.90,-999.00,31
0,025,001,10.80,-999.00,32
0,025,001,23.10,-999.00,33
0,025,001,-1.30,-999.00,34
0,025,001,-33.40,-999.00,35
0,025,001,-8.00,-999.00,36
0,025,001,-33.10,-999.00,37
0,025,001,16.10,-999.00,38
0,025,001,1.20,-999.00,39
0,025,001,20.80,-999.00,40
0,025,001,-11.70,-999.00,41
0,025,001,-26.20,-999.00,42
0,025,001,-23.20,-999.00,43
0,025,001,-5.60,-999.00,44
0,025,001,-20.50,-999.00,45
0,025,001,35.40,-999.00,46
0,025,001,10.10,-999.00,47
0,025,001,19.20,-999.00,48
0,025,001,-38.90,-999.00,49
0,025,001,0.63,-999.00,50
0,025,001,-43.40,-999.00,51
0,024,001,-25.50,-999.00,1
0,024,001,-10.10,-999.00,2
0,024,001,0.31,-999.00,3
0,024,001,-27.60,-999.00,4
0,024,001,29.20,-999.00,5
0,024,001,13.50,-999.00,6
0,024,001,20.10,-999.00,7
0,024,001,86.80,-999.00,8
0,024,001,19.00,-999.00,9
0,024,001,-3.40,-999.00,10
0,024,001,0.24,-999.00,11
0,024,001,29.50,-999.00,12
0,024,001,-30.80,-999.00,13
0,024,001,17.00,-999.00,14
0,024,001,-16.10,-999.00,15
0,024,001,-8.20,-999.00,16
0,024,001,-14.70,-999.00,17
0,024,001,-25.90,-999.00,18
0,024,001,-18.60,-999.00,19
0,024,001,9.10,-999.00,20
0,024,001,33.20,-999.00,21
0,024,001,33.50,-999.00,22
0,024,001,2.80,-999.00,23
0,024,001,7.10,-999.00,24
0,024,001,-16.50,-999.00,25
0,024,001,-15.40,-999.00,26
0,024,001,-16.40,-999.00,27
0,024,001,-19.20,-999.00,28
0,024,001,2.40,-999.00,29
0,024,001,7.40,-999.00,30
0,024,001,15.90,-999.00,31
0,024,001,10.80,-999.00,32
0,024,001,23.10,-999.00,33
0,024,001,-1.30,-999.00,34
0,024,001,-33.40,-999.00,35
0,024,001,-8.00,-999.00,36
0,024,001,-33.10,-999.00,37
0,024,001,16.10,-999.00,38
0,024,001,1.20,-999.00,39
0,024,001,20.80,-999.00,40
0,024,001,-11.70,-999.00,41
0,024,001,-26.20,-999.00,42
0,024,001,-23.20,-999.00,43
0,024,001,-5.60,-999.00,44
0,024,001,-20.50,-999.00,45
0,024,001,35.40,-999.00,46
0,024,001,10.10,-999.00,47
0,024,001,19.20,-999.00,48
0,024,001,-38.90,-999.00,49
0,024,001,0.63,-999.00,50
0,024,001,-43.40,-999.00,51
0,023,001,-25.50,-999.00,1
0,023,001,-10.10,-999.00,2
0,023,001,0.31,-999.00,3
0,023,001,-27.60,-999.00,4
0,023,001,29.20,-999.00,5
0,023,001,13.50,-999.00,6
0,023,001,20.10,-999.00,7
0,023,001,86.80,-999.00,8
0,023,001,19.00,-999.00,9
0,023,001,-3.40,-999.00,10
0,023,001,0.24,-999.00,11
0,023,001,29.50,-999.00,12
0,023,001,-30.80,-999.00,13
0,023,001,17.00,-999.00,14
0,023,001,-16.10,-999.00,15
0,023,001,-8.20,-999.00,16
0,023,001,-14.70,-999.00,17
0,023,001,-25.90,-999.00,18
0,023,001,-18.60,-999.00,19
0,023,001,9.10,-999.00,20
0,023,001,33.20,-999.00,21
0,023,001,33.50,-999.00,22
0,023,001,2.80,-999.00,23
0,023,001,7.10,-999.00,24
0,023,001,-16.50,-999.00,25
0,023,001,-15.40,-999.00,26
0,023,001,-16.40,-999.00,27
0,023,001,-19.20,-999.00,28
0,023,001,2.40,-999.00,29
0,023,001,7.40,-999.00,30
0,023,001,15.90,-999.00,31
0,023,001,10.80,-999.00,32
0,023,001,23.10,-999.00,33
0,023,001,-1.30,-999.00,34
0,023,001,-33.40,-999.00,35
0,023,001,-8.00,-999.00,36
0,023,001,-33.10,-999.00,37
0,023,001,16.10,-999.00,38
0,023,001,1.20,-999.00,39
0,023,001,20.80,-999.00,40
0,023,001,-11.70,-999.00,41
0,023,001,-26.20,-999.00,42
0,023,001,-23.20,-999.00,43
0,023,001,-5.60,-999.00,44
0,023,001,-20.50,-999.00,45
0,023,001,35.40,-999.00,46
0,023,001,10.10,-999.00,47
0,023,001,19.20,-999.00,48
0,023,001,-38.90,-999.00,49
0,023,001,0.63,-999.00,50
0,023,001,-43.40,-999.00,51
0,022,001,-25.50,-999.00,1
0,022,001,-10.10,-999.00,2
